Table 1
OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
100673,2.1086E+11,2.1086E+11,21,85,950600,2,,,,,0,0,0,16801.51854,205.4357277,16596.08281,16596.08281,352,330,194,0.528,27,0.139175258,67,0.345360825,100,0.515463918,276,53,129,94,0.192028986,25,0,0,22,3,0,0,0,22,1,0,0,2,0,11,10,4,0.44,0.01988421,0.021209824,0.00150638,0,0,0.001325614,0.000180766,0,0,0,0.001325614,6.02552E-05,0,0,0.00012051,0,0.02139059,0,0.128865979,0.529360865,0.227983315,0.40351514,0.213185455,0.361366865,0.148308139,0.107800629,4.67137E-07,0,0,11.04,4.36198E-05,1.88675427,0.20702202,1.422735853,0.256996398,1.568948546,0.848392971,1.889602526,0.154253267,0.231379901,0,-99999,0,0,-99999,-99999,-99999,2017,2461,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,6,3,2,1,2.5,51751.8752,67994811.47
100674,2.11279E+11,2.11279E+11,21,127,930400,1,,,,,0,0,0,15895.17501,88.936232,15806.23878,15293.9432,1177,492,408,0.567,0,0,171,0.419117647,237,0.580882353,316,91,120,105,0.287974684,39,0,0,4,31,4,0,0,4,31,4,0,0,0,8,15,16,0.205128205,0.032169598,0.07695857,0.002550029,0,0,0.000261541,0.002026946,0.000261541,0,0,0.000261541,0.002026946,0.000261541,0,0,0,0.034719627,0,0.095588235,0.591304144,0.403627872,0.591304144,0.312398298,0.254493223,0.333917871,0.365592688,0.053216235,0,0,8.102564103,0.000822992,1.929781984,0.412606182,1.497819143,0.019356659,1.296298271,0.809806822,1.82206535,0.080980682,0,0,-99999,0,0,-99999,-99999,-99999,672,975,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,4,4,2,1,2.333333333,46284.91299,64326890.39
100675,2.11279E+11,2.11279E+11,21,127,930400,2,,,,,0,0,0,25937.91255,442.274406,25495.63814,21850.46104,477,427,230,0.637,19,0.082608696,99,0.430434783,112,0.486956522,236,68,93,75,0.288135593,11,0,0,4,6,1,0,0,4,4,1,0,2,0,3,5,3,0.272727273,0.019541922,0.021830203,0.000503422,0,0,0.000183062,0.000274594,4.57656E-05,0,0,0.000183062,0.000183062,4.57656E-05,0,9.15312E-05,0,0.020045344,0,0.047826087,0.834202289,0.56943165,0.911533991,0.607689327,0.163970629,0.192532899,0.202633619,6.28283E-05,0,0,21.45454545,1.30829E-09,1.712834964,0.187213707,1.399964311,0.125656946,1.163643751,0.376534996,1.706958648,0.025102333,0,0,-99999,0,0,-99999,-99999,-99999,806,1099,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,2,12,2,1,3.333333333,59633.81795,104969297.6
100676,2.11279E+11,2.11279E+11,21,127,930200,1,,,,,0,0,0,35141.21432,731.6821267,34409.53219,25649.52857,836,434,315,0.593,33,0.104761905,104,0.33015873,178,0.565079365,271,64,120,87,0.236162362,47,0,2,30,4,11,0,2,30,0,11,0,4,0,7,10,30,0.14893617,0.016920389,0.032593192,0.001832392,0,7.79741E-05,0.001169612,0.000155948,0.000428858,0,7.79741E-05,0.001169612,0,0.000428858,0,0.000155948,0,0.018752781,0,0.149206349,0.700055429,0.602994926,0.700055429,0.46670362,0.318169112,0.318955063,0.312451405,0.014607147,0,0,5.765957447,0.008514732,1.805580695,0.109137511,1.614393472,0.082049712,1.240549269,0.111596984,1.711153749,0.074397989,0.037198995,0,-99999,0,0,-99999,-99999,-99999,787,1121,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,5,7,2,1,3,92504.02961,142214570.5
100677,2.11279E+11,2.11279E+11,21,127,930100,3,,,,,0,0,0,10213.03194,394.9661226,9818.065813,7079.51831,1344,605,563,0.477,14,0.024866785,81,0.143872114,468,0.831261101,409,99,163,147,0.24205379,900,216,127,53,356,148,216,17,53,42,148,0,314,110,245,413,242,0.272222222,0.085457792,0.189843425,0.127127293,0.03051055,0.017939074,0.007486385,0.050285907,0.020905377,0.03051055,0.002401293,0.007486385,0.005932607,0.020905377,0,0.0443533,0.01553778,0.212585085,0,1.598579041,0.900518092,0.900518092,0.847117607,0.792719928,0.869517665,0.784907961,0.861907715,0.483624977,0,0,0.454444444,0.579519738,4.189620172,0.892231094,2.847708811,0.449680267,4.847683944,4.497830921,6.453409583,0.456301688,0.130371911,0,-99999,0,0,-99999,-99999,-99999,3024,2581,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,20,19,4,1,8.166666667,49438.06092,41331581.23
100678,2.11279E+11,2.11279E+11,21,127,930300,1,,,,,0,0,0,26768.3855,148.9081433,26619.47736,23903.5304,788,365,293,0.533,44,0.150170648,75,0.255972696,174,0.593856655,166,29,80,57,0.174698795,33,0,0,32,1,0,0,0,32,0,0,0,1,0,1,14,18,0.03030303,0.015269711,0.032965842,0.001380549,0,0,0.001338714,4.18348E-05,0,0,0,0.001338714,0,0,0,4.18348E-05,0,0.01665026,0,0.112627986,0.195909271,0.08437353,0.195909271,0.06530309,0.310861838,0.08262003,0.03343735,5E-15,0,0,5.03030303,0.017768945,1.579456367,0.286719172,1.272889147,0.019848049,0.62541874,0.769361461,0.937659281,0,0,0,-99999,0,0,-99999,-99999,-99999,812,1039,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,5,2,1,1,1.833333333,64143.2414,108330185.9
100679,2.11999E+11,2.11999E+11,21,199,930800,4,,,43700,"Somerset, KY",64145,25262,22861,532.6514781,0.3839934,532.2674847,513.8737296,1208,462,462,0.644,14,0.03030303,156,0.337662338,292,0.632034632,383,99,189,95,0.25848564,496,50,31,291,97,27,50,31,291,55,27,0,42,0,86,253,157,0.173387097,0.899053548,2.350772049,0.965217662,0.097300168,0.060326104,0.566286975,0.188762325,0.05254209,0.097300168,0.060326104,0.566286975,0.107030184,0.05254209,0,0.081732141,0,1.864271211,0,1.073593074,0.742514382,0.742514382,0.741630893,0.639029349,0.73181633,0.766786607,0.765672385,0.865129281,0.582159624,0.871444824,0.772177419,0.79626552,12.86976914,0.341041026,8.657575729,3.871152385,41.70053711,2.404805923,37.27449181,6.012014808,14.42883554,1.202402962,-99999,0,0,-99999,-99999,-99999,8822,6781,-99999,-99999,0.028647508,0.680920037,0.027175416,0.731815239,-99999,-99999,-99999,-99999,17,13,9,1,8.333333333,6668.719053,2155611.73
100680,2.1111E+11,2.1111E+11,21,111,2700,1,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",31140,"Louisville/Jefferson County, KY-IN",1252890,646247,607669,701.5040508,0,701.5040508,701.5040508,784,461,355,0.651,120,0.338028169,212,0.597183099,23,0.064788732,402,159,154,89,0.395522388,5149,200,66,3538,1288,57,200,66,3538,536,57,0,752,0,386,1578,3185,0.074966013,0.657159427,1.117598678,7.33994336,0.285101704,0.094083562,5.043449138,1.836054972,0.081253986,0.285101704,0.094083562,5.043449138,0.764072566,0.081253986,0,1.071982406,0,7.997102787,0,14.50422535,0.519645837,0.519645837,0.561566032,0.483875712,0.570146403,0.582728876,0.476341904,0.395440047,0.26428451,0.144838768,0.078073412,0.397751998,15.59381836,0.359839836,4.594165991,10.63981254,74.5260415,0.912325452,23.72046174,16.42185813,34.66836716,19.15883449,370.15,0,0,23,20.98348539,0.029336735,108782,79983,133454,95093,0.001670613,0.79151023,0.001525502,0.81579511,0.003276939,0.49789209,0.004193115,0.559610892,12,8,12,17,13,8519.948488,2838952.613
100681,2.10339E+11,2.10339E+11,21,33,920200,5,,,,,0,0,0,571.6077815,0.2327682,571.3750133,564.46719,885,484,415,0.676,17,0.040963855,292,0.703614458,106,0.255421687,350,100,144,106,0.285714286,80,19,12,0,17,32,19,12,0,1,32,0,16,0,33,38,9,0.4125,0.857445762,1.567850206,0.141726572,0.033660061,0.021258986,0,0.030116897,0.056690629,0.033660061,0.021258986,0,0.001771582,0.056690629,0,0.028345314,0,0.999172335,0,0.192771084,0.953357541,0.821177489,0.850715808,0.658433645,0.407556944,0.55174971,0.614253435,0.391886098,0,0,4.375,0.034218118,8.526686203,0.840782862,0.683308025,7.002595317,32.86948075,1.120104984,8.96083987,0,30.24283456,6.720629903,-99999,0,0,-99999,-99999,-99999,3634,3895,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,7,14,8,1,6.5,7313.70694,2313264.672
100682,2.1111E+11,2.1111E+11,21,111,3500,2,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",31140,"Louisville/Jefferson County, KY-IN",1252890,646247,607669,242.1525638,0,242.1525638,238.25467,1626,471,459,0.407,210,0.45751634,186,0.405228758,63,0.137254902,343,183,131,29,0.533527697,1156,184,97,415,386,74,184,97,415,321,74,0,65,0,156,498,502,0.134948097,1.976876256,6.824630132,4.851951066,0.772282869,0.407127382,1.741833644,1.620115148,0.310592023,0.772282869,0.407127382,1.741833644,1.347297831,0.310592023,0,0.272817318,0,6.828827322,0,2.518518519,0.87635141,0.87635141,0.87165979,0.75106929,0.896582056,0.776980994,0.801712351,0.471663769,0.831056794,0.457638426,0.296712803,0.49495561,11.92058617,0,5.406320709,6.51426546,74.917398,0,42.28739039,2.6429619,58.14516179,5.285923799,313.82,0,0,27.67,73.13075576,0.01701722,107485,79765,77599,36076,0.001650695,0.78207311,0.001521344,0.813571596,0.00190543,0.289507458,0.001590767,0.21230293,20,17,12,18,16.16666667,5539.105607,979977.5538
100683,2.1111E+11,2.1111E+11,21,111,11518,1,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",31140,"Louisville/Jefferson County, KY-IN",1252890,646247,607669,532.4822146,7.3717343,525.1104803,525.1104803,2479,778,778,0.613,12,0.015424165,76,0.097686375,690,0.88688946,1341,262,273,806,0.195376585,102,0,13,32,57,0,0,13,32,57,0,0,0,0,25,36,41,0.245098039,1.481592977,4.7209113,0.194244838,0,0.024756695,0.060939557,0.108548586,0,0,0.024756695,0.060939557,0.108548586,0,0,0,0,1.675837815,0,0.131105398,0.866024929,0.591153981,0.866024929,0.457539012,0.338292502,0.287513296,0.298692456,0.027974257,0.079039132,0.141372141,13.14705882,5.30395E-06,10.77766729,0.596916909,2.352253763,7.828496621,40.23960822,3.656373415,7.31274683,0,51.18922781,1.218791138,-99999,0,0,-99999,-99999,-99999,55598,49515,-99999,-99999,0.000853843,0.404537385,0.000944391,0.505033506,-99999,-99999,-99999,-99999,6,7,8,1,5.166666667,6753.690094,2154922.398
100684,2.1111E+11,2.1111E+11,21,111,11520,1,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",31140,"Louisville/Jefferson County, KY-IN",1252890,646247,607669,1080.37062,31.8324104,1048.53821,1048.53821,955,391,364,0.599,8,0.021978022,58,0.159340659,298,0.818681319,578,106,115,357,0.183391003,59,8,1,20,30,0,8,1,20,22,0,0,8,0,32,14,13,0.542372881,0.372900097,0.910791797,0.056268813,0.00762967,0.000953709,0.019074174,0.028611261,0,0.00762967,0.000953709,0.019074174,0.020981591,0,0,0.00762967,0,0.42916891,0,0.162087912,0.75788695,0.652808286,0.836022636,0.647061483,0.342084284,0.369704618,0.386347682,0.083344775,0.116370809,0.185243328,9.796610169,0.000151245,7.142602871,1.393708902,1.761908913,3.986985057,15.47052826,0.61037356,4.882988482,0,18.31120681,0,-99999,0,0,-99999,-99999,-99999,53982,48983,-99999,-99999,0.000829026,0.392779184,0.000934244,0.499607315,-99999,-99999,-99999,-99999,6,13,6,1,5.5,10061.4615,4372200.583
100685,2.1111E+11,2.1111E+11,21,111,11519,2,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",31140,"Louisville/Jefferson County, KY-IN",1252890,646247,607669,1352.876948,18.1588848,1334.718063,1334.718063,3797,1290,1232,0.566,22,0.017857143,315,0.255681818,895,0.726461039,1708,296,457,955,0.173302108,239,3,4,88,140,4,3,4,88,10,4,0,130,0,54,54,131,0.225941423,0.966496248,2.844795545,0.179064034,0.002247666,0.002996888,0.065931527,0.104891066,0.002996888,0.002247666,0.002996888,0.065931527,0.007492219,0.002996888,0,0.097398847,0,1.145560282,0,0.193993506,0.542441044,0.542441044,0.571368972,0.492322455,0.326826696,0.378206648,0.391137275,0.158266555,0.118434093,0.245505907,7.146443515,0.002141083,7.923594741,0.351304623,1.830386847,5.741903272,25.58239148,0,8.151534247,1.438506044,18.70057857,6.233526189,-99999,0,0,-99999,-99999,-99999,62598,60507,-99999,-99999,0.000961345,0.455470182,0.001154039,0.617147578,-99999,-99999,-99999,-99999,6,8,7,1,5,10875.88745,5475022.606
100686,2.1111E+11,2.1111E+11,21,111,1600,1,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",31140,"Louisville/Jefferson County, KY-IN",1252890,646247,607669,81.1347908,0,81.1347908,80.5348,828,374,269,0.432,67,0.249070632,158,0.587360595,44,0.163568773,302,108,136,58,0.357615894,48,2,0,27,3,16,2,0,27,2,16,0,1,0,25,20,3,0.520833333,4.64395516,10.28126971,0.596015635,0.024833985,0,0.335258795,0.037250977,0.198671878,0.024833985,0,0.335258795,0.024833985,0.198671878,0,0.012416992,0,5.239970795,0,0.178438662,0.718139062,0.618571319,0.64328935,0.497890538,0.357832777,0.396272677,0.400849347,0.093824865,0.109589041,0.274285714,6.291666667,0.005033364,31.973941,0,14.88068435,17.09325665,189.3619229,0,94.65729713,55.21675666,47.32864856,39.44054047,178.37,0,0,11.67,92.05422145,0.014094203,104019,79424,130475,87872,0.001597466,0.756854099,0.00151484,0.81009353,0.00320379,0.486777994,0.003874705,0.517116173,6,8,19,19,15,2594.428208,328348.4912
100687,2.1111E+11,2.1111E+11,21,111,1100,1,350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",31140,"Louisville/Jefferson County, KY-IN",1252890,646247,607669,222.0307166,65.6228412,156.4078754,152.19844,915,426,398,0.647,91,0.228643216,163,0.409547739,144,0.361809045,551,194,240,117,0.352087114,27,1,0,4,20,2,1,0,4,4,2,0,16,0,17,6,4,0.62962963,2.79897744,6.011888164,0.177399979,0.00657037,0,0.026281478,0.131407392,0.013140739,0.00657037,0,0.026281478,0.026281478,0.013140739,0,0.105125913,0,2.976377419,0,0.067839196,0.591544457,0.509528661,0.739837926,0.572616822,0.179359486,0.274079357,0.298344071,0.007094967,0.057324841,0.093425606,20.40740741,3.72795E-09,19.04627772,0,1.238247979,17.80802974,105.0504647,0,4.091865569,20.45932784,73.65358023,32.73492455,233.35,0,0,7,28.64305898,0.007650273,82579,68167,64801,37471,0.001268202,0.600854216,0.001300137,0.695276562,0.001591177,0.241760497,0.001652279,0.220512338,2,11,15,19,13.5,4067.249341,898541.6694
100688,2.11739E+11,2.11739E+11,21,173,920200,2,336,"Lexington-Fayette--Richmond--Frankfort, KY",34460,"Mount Sterling, KY",46432,13751,17901,694.0542329,1.7304413,692.3237916,692.3237916,1192,402,384,0.596,5,0.013020833,89,0.231770833,290,0.755208333,677,152,266,259,0.224519941,372,48,13,55,135,121,48,4,55,41,121,0,94,9,123,150,99,0.330645161,0.580653164,1.72173774,0.537320838,0.069331721,0.018777341,0.079442597,0.194995465,0.174773713,0.069331721,0.005777643,0.079442597,0.059220845,0.174773713,0,0.13577462,0.012999698,1.117974002,0,0.96875,0.86813259,0.86813259,0.843609055,0.789436678,0.770491264,0.738173238,0.800526546,0.548128185,0.475703325,0.709246902,1.819892473,0.440479015,12.6947074,2.695110364,1.784410506,8.21518653,36.06821014,2.773268842,12.01749832,0.924422947,35.128072,3.69769179,-99999,0,0,-99999,-99999,-99999,13317,11826,-99999,-99999,0.061541661,0.909382682,0.056628439,0.907528202,-99999,-99999,-99999,-99999,18,19,8,1,9.166666667,8964.02934,2808798.571
100689,2.1019E+11,2.1019E+11,21,19,30800,1,170,"Charleston-Huntington-Ashland, WV-OH-KY",26580,"Huntington-Ashland, WV-KY-OH",364446,130201,136843,393.4951363,0,393.4951363,393.4951363,2361,966,868,0.598,163,0.187788018,357,0.411290323,348,0.400921659,700,229,248,223,0.327142857,364,40,50,24,84,166,40,50,24,23,166,0,61,0,172,127,65,0.472527473,2.454922338,6.000074162,0.9250432,0.101653099,0.127066374,0.060991859,0.213471508,0.42186036,0.101653099,0.127066374,0.060991859,0.058450532,0.42186036,0,0.155020976,0,3.379965538,0,0.419354839,0.864331181,0.864331181,0.851984608,0.734116087,0.568138032,0.653971164,0.719428172,0.889087099,0.267155963,0.684210526,1.923076923,0.397294713,15.54164633,0,1.271645136,14.27000119,82.44310287,0,17.8909454,3.252899164,91.0811766,6.505798328,-99999,0,0,-99999,-99999,-99999,18942,16291,-99999,-99999,0.00689734,0.922245484,0.006895218,0.993717214,-99999,-99999,-99999,-99999,12,17,13,1,9.5,5347.492326,1592456.38
100690,2.1019E+11,2.1019E+11,21,19,31002,1,170,"Charleston-Huntington-Ashland, WV-OH-KY",26580,"Huntington-Ashland, WV-KY-OH",364446,130201,136843,3517.987904,2.4811311,3515.506773,3515.50677,1294,475,403,0.567,0,0,55,0.136476427,348,0.863523573,353,99,127,127,0.280453258,379,45,82,89,54,109,45,76,89,33,109,0,21,6,148,155,76,0.390501319,0.135115655,0.36808349,0.10780807,0.01280043,0.023325229,0.025316407,0.015360517,0.031005487,0.01280043,0.021618505,0.025316407,0.009386982,0.031005487,0,0.005973534,0.001706724,0.242923725,0,0.94044665,0.969585357,0.969585357,0.879965952,0.823458915,0.808687658,0.754496735,0.804399893,0.650613687,0.453078302,0.964480874,0.931398417,0.933698607,5.398759801,0.753885367,4.253982991,0.390891443,7.224676736,2.730758499,9.830730597,0.5461517,0.182050567,0,-99999,0,0,-99999,-99999,-99999,10853,9944,-99999,-99999,0.003951897,0.528409368,0.00420883,0.606563377,-99999,-99999,-99999,-99999,19,19,4,1,8,17737.31475,14237103.61
100691,2.1019E+11,2.1019E+11,21,19,30400,1,170,"Charleston-Huntington-Ashland, WV-OH-KY",26580,"Huntington-Ashland, WV-KY-OH",364446,130201,136843,1370.499378,326.3237194,1044.175659,1041.19935,1943,922,712,0.606,67,0.094101124,331,0.46488764,314,0.441011236,854,249,369,236,0.291569087,590,31,20,366,171,2,31,20,366,150,2,0,21,0,78,146,366,0.13220339,0.885517264,1.866117185,0.566654215,0.029773357,0.019208617,0.351517699,0.164233679,0.001920862,0.029773357,0.019208617,0.351517699,0.144064631,0.001920862,0,0.020169048,0,1.452171479,0,0.828651685,0.586508043,0.586508043,0.587079111,0.505859162,0.623130471,0.584709498,0.555613167,0.868033857,0.46585077,0.817174515,1.447457627,0.639251303,11.03794421,0.013127722,1.75616497,9.26865152,47.01002132,0.612923692,17.16186337,0,40.45296367,8.580931687,-99999,0,0,-99999,-99999,-99999,16385,14371,-99999,-99999,0.005966261,0.797750621,0.006082572,0.876601196,-99999,-99999,-99999,-99999,14,8,9,1,7,15625.55089,5546330.969
100692,2.1012E+11,2.1012E+11,21,11,970200,4,336,"Lexington-Fayette--Richmond--Frankfort, KY",34460,"Mount Sterling, KY",46432,13751,17901,29017.23198,92.0479623,28925.18401,28925.18401,1595,842,622,0.617,16,0.025723473,127,0.204180064,479,0.770096463,695,131,311,253,0.188489209,55,24,0,20,11,0,24,0,20,10,0,0,1,0,24,21,10,0.436363636,0.029109581,0.055142259,0.001901457,0.000829727,0,0.000691439,0.000380291,0,0.000829727,0,0.000691439,0.000345719,0,0,3.45719E-05,0,0.031011039,0,0.088424437,0.957216504,0.653401915,0.802525831,0.53501722,0.264895355,0.255458773,0.265683207,0.001463459,0.066666667,0.146666667,12.63636364,8.83876E-06,2.152822938,0.440084697,1.489293488,0.223444753,1.91850534,0.553151191,2.566621528,0.088504191,0.177008381,0,-99999,0,0,-99999,-99999,-99999,5568,6234,-99999,-99999,0.025731318,0.380223983,0.029851318,0.478397667,-99999,-99999,-99999,-99999,4,9,2,1,3.166666667,59733.17123,117431141.2
100693,2.1019E+11,2.1019E+11,21,19,30600,3,170,"Charleston-Huntington-Ashland, WV-OH-KY",26580,"Huntington-Ashland, WV-KY-OH",364446,130201,136843,262.936639,0.5500446,262.3865944,262.3865944,1374,545,536,0.547,10,0.018656716,170,0.317164179,356,0.664179104,514,112,215,187,0.217898833,50,43,0,4,3,0,43,0,4,3,0,0,0,0,22,16,12,0.44,2.077087822,5.236548015,0.190558516,0.163880324,0,0.015244681,0.011433511,0,0.163880324,0,0.015244681,0.011433511,0,0,0,0,2.267646338,0,0.093283582,0.455639014,0.311022013,0.455639014,0.240723584,0.241142866,0.265638912,0.290506443,0.009741817,0.070224719,0.177304965,10.28,9.32711E-05,17.67887336,0,0.791240908,16.88763246,92.72181018,0,4.878298005,2.439149002,97.5659601,21.95234102,-99999,0,0,-99999,-99999,-99999,16543,15245,-99999,-99999,0.006023794,0.805443303,0.006452495,0.929913383,-99999,-99999,-99999,-99999,4,3,14,1,6.166666667,4785.812794,1064089.042
100694,2.1012E+11,2.1012E+11,21,11,970100,1,336,"Lexington-Fayette--Richmond--Frankfort, KY",34460,"Mount Sterling, KY",46432,13751,17901,22997.01384,73.1732288,22923.84062,22828.41658,828,318,282,0.571,30,0.106382979,52,0.184397163,200,0.709219858,305,74,126,105,0.242622951,69,0,0,62,7,0,0,0,62,6,0,0,1,0,14,19,36,0.202898551,0.013930007,0.036270584,0.003022549,0,0,0.002715913,0.000306635,0,0,0,0.002715913,0.00026283,0,0,4.38051E-05,0,0.016952556,0,0.244680851,0.473572925,0.203956757,0.336662665,0.1778659,0.509875216,0.216486541,0.150067352,0.00030452,0.153846154,0.368983957,4.420289855,0.032702954,2.106660775,0.568329712,1.409178059,0.129153004,0.977623269,1.228415451,1.368008115,0.027918533,0.055837066,0,-99999,0,0,-99999,-99999,-99999,2514,3072,-99999,-99999,0.011617912,0.171674406,0.014710178,0.23574553,-99999,-99999,-99999,-99999,10,2,1,1,2.666666667,40902.72501,93067655.17
100695,2.1019E+11,2.1019E+11,21,19,31002,4,170,"Charleston-Huntington-Ashland, WV-OH-KY",26580,"Huntington-Ashland, WV-KY-OH",364446,130201,136843,3126.553088,12.7011871,3113.851901,3113.851901,1322,615,528,0.504,22,0.041666667,106,0.200757576,400,0.757575758,596,151,217,228,0.253355705,139,0,17,17,79,26,0,9,17,73,26,0,6,8,28,53,58,0.201438849,0.197504576,0.424554552,0.044639246,0,0.005459476,0.005459476,0.025370507,0.008349787,0,0.002890311,0.005459476,0.023443633,0.008349787,0,0.001926874,0.002569165,0.242143822,0,0.263257576,0.828593384,0.713711493,0.773533661,0.666518502,0.466748274,0.530274549,0.577623339,0.554126962,0.19028063,0.378231293,4.287769784,0.037337026,4.968535864,0.203609094,4.76492677,0,10.55556945,0.411066435,14.59285844,0.82213287,0,0,-99999,0,0,-99999,-99999,-99999,11372,10944,-99999,-99999,0.00414088,0.553678368,0.004632083,0.667561303,-99999,-99999,-99999,-99999,9,14,5,1,5.833333333,17531.76065,12652988.67
100696,2.1019E+11,2.1019E+11,21,19,31200,1,170,"Charleston-Huntington-Ashland, WV-OH-KY",26580,"Huntington-Ashland, WV-KY-OH",364446,130201,136843,6255.233212,27.8607721,6227.37244,6227.37244,1796,765,716,0.566,17,0.023743017,149,0.208100559,550,0.768156425,756,166,303,287,0.21957672,1779,14,6,1460,276,23,14,0,1460,246,23,12,18,6,151,204,1424,0.084879146,0.122844748,0.288404141,0.285674258,0.002248139,0.000963488,0.234448801,0.044320458,0.003693372,0.002248139,0,0.234448801,0.039503017,0.003693372,0.001926976,0.002890465,0.000963488,0.408519006,0,2.484636872,0.35093997,0.35093997,0.323499249,0.302725736,0.559309733,0.682860049,0.590593659,0.680958065,0.995244755,0.596449704,0.424957841,0.562681147,4.958760411,1.673401674,3.260073727,0.02528501,5.65513631,1.952669463,8.016222007,0.308316231,0,0,-99999,0,0,-99999,-99999,-99999,10548,8610,-99999,-99999,0.003840838,0.51355957,0.00364421,0.525192143,-99999,-99999,-99999,-99999,12,4,4,1,4.333333333,29654.07122,25314582.17
100697,2.1206E+11,2.1206E+11,21,205,950400,2,,,,,0,0,0,20671.5382,95.7831259,20575.75507,15509.37745,1135,647,461,0.587,33,0.071583514,161,0.349240781,267,0.579175705,491,108,213,170,0.219959267,27,0,1,14,12,0,0,1,14,9,0,0,3,0,6,14,7,0.222222222,0.041716697,0.073181532,0.001740882,0,6.44771E-05,0.00090268,0.000773725,0,0,6.44771E-05,0.00090268,0.000580294,0,0,0.000193431,0,0.043457579,0,0.05856833,0.749157662,0.511379661,0.773977428,0.515984952,0.187153818,0.15887806,0.157746349,9.32206E-06,0,0,18.18518519,3.44008E-08,2.171327665,0.110033764,1.96518336,0.096110541,2.530978806,0.342150263,3.421502625,0.248836555,0,0,-99999,0,0,-99999,-99999,-99999,1883,2321,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,3,9,3,1,3.333333333,69790.44154,83656570.42
100698,2.10219E+11,2.10219E+11,21,21,930100,2,,,19220,"Danville, KY",54371,19074,20917,2803.645032,100.5874912,2703.05754,2703.05754,1906,788,706,0.533,11,0.015580737,174,0.246458924,521,0.73796034,845,176,318,351,0.208284024,660,32,26,20,582,0,32,26,20,26,0,441,115,0,130,216,314,0.196969697,0.291521726,0.705127424,0.244167943,0.011838446,0.009618737,0.007399029,0.215311732,0,0.011838446,0.009618737,0.007399029,0.009618737,0,0.16314858,0.042544414,0,0.535689669,0,0.934844193,0.354185771,0.305079017,0.603523151,0.520028238,0.57772694,0.41637131,0.457225987,0.555261353,0.51441933,0.877076412,1.28030303,0.755554751,5.216814955,0.631746685,1.796385465,2.788682805,16.26484059,2.367689146,6.15599178,0.710306744,13.96936596,2.130920232,-99999,0,0,-99999,-99999,-99999,12401,12537,-99999,-99999,0.035162984,0.751666869,0.033575254,0.773125308,-99999,-99999,-99999,-99999,13,9,6,1,6,18080.10492,11346198.32
