KMeans_Cluster_8,CBG_Count,Bike_Station_Count,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,AutoOwn1,AutoOwn2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,TotEmp,D1A,D1B,D1C,D2A_JPHH,D2A_WRKEMP,D3A,D3B
1,6,19,1031.0,685.1666666666666,610.0,0.8174999999999999,103.33333333333333,351.0,155.66666666666666,554.8333333333334,101.33333333333333,130.5,323.0,13972.166666666666,7.394408185833334,11.327371710000001,127.05837966,22.784593048333335,0.06184638333333333,39.274922921666665,233.69308335000002
2,97,0,1188.9484536082475,571.7319587628866,519.639175257732,0.6285773195876289,43.71134020618557,197.63917525773195,278.2886597938144,586.8865979381443,132.77319587628867,173.96907216494844,280.1443298969072,500.1443298969072,3.3302037751340205,6.856948066979381,1.7835897629072166,0.9874936274329896,7.969206658020619,15.185515445443299,63.74514521670103
3,118,12,632.1779661016949,353.46610169491527,279.85593220338984,0.6514322033898305,60.95762711864407,119.87288135593221,99.02542372881356,304.5762711864407,85.46610169491525,112.76271186440678,106.34745762711864,545.8135593220339,4.344107982483051,7.679545560601695,4.458794846271187,2.036663274644068,4.813533559661017,22.42283618983051,123.24115436940679
4,29,14,931.4137931034483,433.6896551724138,337.37931034482756,0.6578620689655172,104.20689655172414,132.86206896551724,100.3103448275862,375.2413793103448,112.44827586206897,134.20689655172413,128.58620689655172,693.448275862069,11.276794424448275,21.34334279744828,12.993828367103449,4.033707117482759,5.062066963965518,42.88920127862069,424.4813048517242
5,24,0,2084.875,962.375,872.75,0.5787916666666667,150.41666666666666,315.7916666666667,406.5416666666667,1009.1666666666666,258.7083333333333,310.4583333333333,440.0,540.1666666666666,3.2319404098333333,6.668446554916667,1.58148508725,0.677907940875,7.574293772625,14.313755209875,54.881333070833335
6,6,0,758.5,395.8333333333333,311.6666666666667,0.6651666666666667,31.833333333333332,156.16666666666666,123.66666666666667,334.1666666666667,93.66666666666667,126.5,114.0,2.3333333333333335,7.128477408166667,13.651470702333333,0.03911603583333333,0.007532006333333334,163.43055555,23.632674743333336,155.19417163333333
7,1,1,219.0,11.0,11.0,0.721,0.0,6.0,5.0,47.0,15.0,15.0,17.0,8359.0,0.012367046,0.246216634,9.397830339,759.9090909,0.005622682,22.28743664,65.29262852
8,64,22,1292.765625,730.546875,623.375,0.66015625,160.6875,271.890625,190.796875,528.21875,149.90625,186.03125,192.28125,649.171875,8.407001048109375,14.7074947073125,6.46369138109375,1.100914127390625,5.327731809859375,24.42983168421875,150.400533365
